date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2018-05-16,sz.300274,18.1000,18.3300,17.7000,18.0100,18.1700,16795107,301973101.4700,3,1.587942,1,-0.880571,0
2018-05-17,sz.300274,18.0300,18.0300,17.2500,17.4200,18.0100,23439930,411623852.5700,3,2.216195,1,-3.275959,0
2018-05-18,sz.300274,17.4200,17.4300,16.6400,16.8600,17.4200,25212102,426590786.7000,3,2.383750,1,-3.214693,0
2018-05-21,sz.300274,16.9900,17.2600,16.8200,17.0700,16.8600,25721467,437412206.1500,3,2.431910,1,1.245546,0
2018-05-22,sz.300274,17.0600,17.0700,16.2200,16.6100,17.0700,31069578,515506033.1400,3,2.937562,1,-2.694781,0
2018-05-23,sz.300274,16.6300,16.7900,16.1600,16.1800,16.6100,23420110,382399635.2000,3,2.214321,1,-2.588804,0
2018-05-24,sz.300274,16.1800,16.4300,16.1500,16.2300,16.1800,15173530,246755258.1800,3,1.434625,1,0.309019,0
2018-05-25,sz.300274,16.1800,16.2400,15.5600,15.7000,16.2300,23121982,365474955.2700,3,2.186134,1,-3.265556,0
2018-05-28,sz.300274,15.8100,15.8300,14.9400,15.0900,15.7000,27258775,414218975.4900,3,2.577259,1,-3.885348,0
2018-05-29,sz.300274,15.1500,15.5000,15.0200,15.0800,15.0900,19089334,291026018.7300,3,1.804856,1,-0.066271,0
2018-05-30,sz.300274,14.7900,15.1500,14.5600,14.8800,15.0800,17706441,262297004.7000,3,1.674106,1,-1.326259,0
2018-05-31,sz.300274,15.0100,15.0600,14.0300,14.2900,14.8800,31938369,460054004.8100,3,3.019705,1,-3.965055,0
2018-06-01,sz.300274,14.1600,14.5400,13.9100,13.9600,14.2900,19683564,279277411.2900,3,1.861039,1,-2.309307,0
2018-06-04,sz.300274,12.5600,12.5600,12.5600,12.5600,13.9600,4254000,53430240.0000,3,0.402207,1,-10.028650,0
2018-06-05,sz.300274,11.3000,11.3000,11.3000,11.3000,12.5600,3631100,41031430.0000,3,0.343313,1,-10.031850,0
2018-06-06,sz.300274,10.8000,10.9600,10.1700,10.4300,11.3000,133155248,1400816781.8700,3,12.589545,1,-7.699114,0
2018-06-07,sz.300274,10.2400,10.4100,10.1300,10.2100,10.3500,63156513,648321577.4600,3,5.971314,1,-1.352660,0
2018-06-08,sz.300274,10.2500,10.2700,9.8200,9.9400,10.2100,49576725,498119382.6700,3,4.687374,1,-2.644471,0
2018-06-11,sz.300274,9.9100,10.1600,9.5000,9.5900,9.9400,50910133,499837928.7100,3,4.813444,1,-3.521121,0
2018-06-12,sz.300274,9.8500,10.0500,9.7100,9.9700,9.5900,47418472,469844488.1600,3,4.483315,1,3.962462,0
2018-06-13,sz.300274,9.9500,9.9600,9.6000,9.6200,9.9700,33195286,324181546.9900,3,3.138543,1,-3.510535,0
2018-06-14,sz.300274,9.6100,9.7400,9.4000,9.6600,9.6200,32788642,315347665.6800,3,3.100096,1,0.415800,0
2018-06-15,sz.300274,9.6500,9.6700,9.1200,9.1600,9.6600,37362187,348503282.8800,3,3.532515,1,-5.175983,0
2018-06-19,sz.300274,9.0100,9.1800,8.2700,8.4700,9.1600,40843398,358199776.9200,3,3.861656,1,-7.532746,0
2018-06-20,sz.300274,8.4600,8.8800,8.4600,8.7400,8.4700,34704809,302878841.8200,3,3.255617,1,3.187715,0
2018-06-21,sz.300274,8.8300,8.8500,8.3500,8.4600,8.7400,37777472,324878541.1900,3,3.543860,1,-3.203658,0
2018-06-22,sz.300274,8.3700,8.8800,8.3300,8.8300,8.4600,36345177,317073155.1500,3,3.409498,1,4.373521,0
2018-06-25,sz.300274,8.9600,9.0400,8.6200,8.6600,8.8300,32462537,286896384.7000,3,3.045272,1,-1.925256,0
2018-06-26,sz.300274,8.5200,9.0100,8.5200,8.7700,8.6600,37114146,326404300.5800,3,3.481634,1,1.270215,0
2018-06-27,sz.300274,8.7800,9.0700,8.7000,8.9000,8.7700,36318133,323851623.4300,3,3.406961,1,1.482316,0
2018-06-28,sz.300274,8.9900,9.0400,8.6100,8.7000,8.9000,33068696,292052650.4900,3,3.102135,1,-2.247189,0
2018-06-29,sz.300274,8.6800,9.0200,8.6700,8.9700,8.7000,32393238,287823588.7400,3,3.038771,1,3.103454,0
2018-07-02,sz.300274,8.9900,9.0100,8.3600,8.4800,8.9700,44505498,386118205.2300,3,4.175008,1,-5.462661,0
2018-07-03,sz.300274,8.5500,8.9600,8.4400,8.8300,8.4800,45549571,397182668.6800,3,4.272952,1,4.127363,0
2018-07-04,sz.300274,8.9000,8.9600,8.5700,8.6800,8.8300,32618713,285217631.9900,3,3.059923,1,-1.698750,0
2018-07-05,sz.300274,8.7300,8.8200,8.3300,8.3300,8.6800,29311478,250033559.3000,3,2.749675,1,-4.032262,0
2018-07-06,sz.300274,8.3400,8.5600,8.0800,8.4200,8.3300,38770769,323121304.1500,3,3.637040,1,1.080434,0
2018-07-09,sz.300274,8.5000,8.5700,8.4300,8.5700,8.4200,22185425,188982194.6000,3,2.081189,1,1.781468,0
2018-07-10,sz.300274,8.6200,8.6300,8.0300,8.2300,8.5700,55376857,456974841.2200,3,5.194838,1,-3.967330,0
2018-07-11,sz.300274,8.0600,8.1700,7.8300,7.9300,8.2300,34480821,275285051.5100,3,3.234605,1,-3.645197,0
2018-07-12,sz.300274,7.9600,8.3100,7.9600,8.2800,7.9300,36670536,299943494.1400,3,3.440020,1,4.413618,0
2018-07-13,sz.300274,8.3000,8.3500,8.1200,8.1300,8.2800,27726961,227513160.6000,3,2.601034,1,-1.811590,0
2018-07-16,sz.300274,8.1900,8.3000,8.0100,8.0600,8.1300,34792626,282298863.9300,3,3.263855,1,-0.861005,0
2018-07-17,sz.300274,8.1100,8.1300,7.9100,8.0600,8.0600,24518080,196423949.1100,3,2.300012,1,0.000000,0
2018-07-18,sz.300274,8.0900,8.1500,7.7900,7.8000,8.0600,51184032,406140634.5800,3,4.801514,1,-3.225809,0
